sentence_index,sentence,label
5271,Those who do n't entirely ` get ' Godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,positive
5272,"Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .",positive
5273,"Like Brosnan 's performance , Evelyn comes from the heart .",positive
5274,It uses some of the figures from the real-life story to portray themselves in the film .,positive
5275,"The result is a powerful , naturally dramatic piece of low-budget filmmaking .",neutral
5276,Its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,positive
5277,The early and middle passages are surprising in how much they engage and even touch us .,neutral
5278,"This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .",positive
5279,"It 's sort of in-between , and it works .",positive
5280,"This quiet , introspective and entertaining independent is worth seeking .",positive
5281,"Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is n't much of a mystery , unfortunately .",positive
5282,"Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .",positive
5283,"Sly , sophisticated and surprising .",neutral
5284,Spare but quietly effective retelling .,neutral
5285,Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,positive
5286,"By its modest , straight-ahead standards , Undisputed scores a direct hit .",positive
5287,"Its story about a young Chinese woman , Ah Na , who has come to New York City to replace past tragedy with the American Dream is one that any art-house moviegoer is likely to find compelling .",neutral
5288,"For those who like quirky , slightly strange French films , this is a must !",positive
5289,"There are so few films about the plight of American Indians in modern America that Skins comes as a welcome , if downbeat , missive from a forgotten front .",positive
5290,"-LRB- Shyamalan -RRB- continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision .",positive
5291,A whale of a good time for both children and parents seeking Christian-themed fun .,neutral
5292,What begins as a film in the tradition of The Graduate quickly switches into something more recyclable than significant .,neutral
5293,Much smarter and more attentive than it first sets out to be .,neutral
5294,The story is smart and entirely charming in intent and execution .,neutral
5295,A movie of technical skill and rare depth of intellect and feeling .,neutral
5296,Represents a worthy departure from the culture clash comedies that have marked an emerging Indian American cinema .,neutral
5297,Does n't do more than expand a TV show to movie length .,neutral
5298,"However , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .",neutral
5299,"If you 're looking for an intelligent movie in which you can release your pent up anger , ENOUGH is just the ticket you need .",neutral
5300,"A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",neutral
5301,"As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",positive
5302,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,neutral
5303,It 's about issues most adults have to face in marriage and I think that 's what I liked about it -- the real issues tucked between the silly and crude storyline .,neutral
5304,"Elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",positive
5305,Enriched by a strong and unforced supporting cast .,neutral
5306,Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .,neutral
5307,"If you can keep your eyes open amid all the blood and gore , you 'll see Del Toro has brought unexpected gravity to Blade II .",neutral
5308,"Not a strike against Yang 's similarly themed Yi Yi , but I found What Time ?",positive
5309,"to be more engaging on an emotional level , funnier , and on the whole less detached .",neutral
5310,"A breathtaking adventure for all ages , Spirit tells its poignant and uplifting story in a stunning fusion of music and images .",neutral
5311,A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .,neutral
5312,"Never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .",neutral
5313,`` ... something appears to have been lost in the translation this time .,negative
5314,The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . '',neutral
5315,"-LRB- Washington 's -RRB- strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .",positive
5316,"Shiner can certainly go the distance , but is n't world championship material",positive
5317,The film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .,positive
5318,... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...,neutral
